SR NO.,DATE,LOT NO.,PARTY NAME,BRAND,MODEL,QTY,ISSUE MODEL,REMARK,REPLACEMENT NO.,DOA CREDIT NOTE,DATE2,REMARK2,DOA NO ,DATE3,SEND TO COMPANY,DATE4,JOB SHEET NO.,DATE42,FDESPATCH THROUGH,DISPATCH DOC NO.,DATE5
455,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST EB-093 WHITE EARBUDS,3,EB093,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
456,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST AB003 BLACK EARBUDS,2,AB003,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
457,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST AB001 BLUE EARBUDS,1,AB003,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
458,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST AB001 WHITE EARBUDS,5,AB003,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
459,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST AB003 WHITE EARBUDS,3,AB003,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
460,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST AB001 N BLACK EARBUDS,8,AB001N,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
461,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST PB10 12W 10000MAH BLACK POWER BANK,1,1009,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
462,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST PB10 12W 10000MAH WHITE POWER BANK,3,1009,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
463,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST-PB-12 22.5W 10000MAH BLACK,5,PB12,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
464,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,Boast PB-12 22.5W 10000MAH WHITE,4,PB12,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
465,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST- PB-01 BLACK POWER BANK,1,PB01,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
466,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST QUBE BLACK WATCH,2,ULTIME,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
467,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST ULTIME BLACK WATCH,1,ULTIME,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
468,2025-05-19,45B,SWIFTLINK ( GLOBAL),SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,23,NB077V,,RPLC/0328/2526,DOAG/0358/2526,2025-06-30,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,,,
469,2025-05-19,45B,SWIFTLINK ( GLOBAL),SYSKA,SYSKA NB-077 NECKBAND METALLIC GREY,13,NB077V,,RPLC/0328/2526,DOAG/0358/2526,2025-06-30,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-19,,,
470,2025-05-21,45B,SWIFTLINK ( GLOBAL),SYSKA,SYSKA NB-90 MG BLUETOOTH,9,NB077V,,RPLC/0328/2526,DOAG/0358/2526,2025-06-30,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-21,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-21,STOK DIRECTLY GIVEN TO SWIFTLINK TO BRIGHT,2025-05-21,,,
471,2025-05-22,33,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-90 MG BLUETOOTH,10,NB077V,,RPLC/0325/2526,DOAG/0348/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,,,
472,2025-05-22,33,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,14,NB077V,,RPLC/0325/2526,DOAG/0348/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,,,
473,2025-05-22,33,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-077 NECKBAND METALLIC GREY,9,NB077V,,RPLC/0325/2526,DOAG/0348/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-22,,,
474,2025-05-31,15,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-90 MG BLUETOOTH,6,NB077V,,RPLC/0326/2526,DOAG/0349/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,,,
475,2025-05-31,15,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,9,NB077V,,RPLC/0326/2526,DOAG/0349/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,STOK DIRECTLY GIVEN TO BRIGHT,2025-05-31,,,
476,2025-06-20,24A,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,8,NB077V,,RPLC/0327/2526,DOAG/0350/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,,,
477,2025-06-20,24A,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-90 MG BLUETOOTH,9,NB077V,,RPLC/0327/2526,DOAG/0350/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,,,
478,2025-06-20,24A,GLOBAL SOLUTIONS,SYSKA,SYSKA NB-077 NECKBAND METALLIC GREY,7,NB077V,,RPLC/0327/2526,DOAG/0350/2526,2025-06-28,STOCK DIRECTLY SENDED TO NAVTECH FROM BRIGHT CONNECTION,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,STOK DIRECTLY GIVEN TO BRIGHT,2025-06-20,,,
478,,,,,,1782,,,,,,,,,,,,,,,
